station_id,day_type,slot,median,mean,p10,p90,n
02300,laboral,57,144.0,144.88888888888889,108.8,180.60000000000002,27
02300,laboral,58,177.0,170.5185185185185,117.0,214.4,27
02300,laboral,59,205.0,201.03703703703704,157.4,243.0,27
02300,laboral,60,241.0,237.96296296296296,192.2,282.0,27
02300,laboral,61,307.0,306.18518518518516,244.4,365.6,27
02300,laboral,62,380.0,380.9259259259259,286.6,471.8,27
02300,laboral,63,452.0,455.037037037037,368.8,530.4000000000001,27
02300,laboral,64,548.0,566.4074074074074,442.6,696.2000000000002,27
02300,laboral,65,643.0,647.4814814814815,535.0,753.2,27
02300,laboral,66,810.0,823.4074074074074,645.4,1037.0,27
02300,laboral,67,908.0,902.4814814814815,704.0,1091.0,27
02300,laboral,68,960.0,983.9629629629629,798.0,1232.6000000000001,27
02300,laboral,69,1013.0,1033.111111111111,851.2,1235.6000000000001,27
02300,laboral,70,1121.0,1097.8148148148148,856.8,1321.4,27
02300,laboral,71,1106.0,1105.7037037037037,958.6,1278.4,27
02300,laboral,72,1005.0,1020.8888888888889,848.8,1201.6000000000001,27
02300,laboral,73,869.0,937.8888888888889,720.6,1164.2000000000003,27
02300,laboral,74,906.0,899.9629629629629,733.4,1067.4,27
02300,laboral,75,742.0,759.2962962962963,632.4,899.6,27
02300,laboral,76,654.0,649.2962962962963,546.4,758.2,27
02300,laboral,77,511.0,526.5555555555555,430.0,648.6,27
02300,laboral,78,414.0,420.962962962963,362.6,497.6000000000001,27
02300,laboral,79,328.0,324.7037037037037,261.2,390.40000000000003,27
02300,laboral,80,268.0,272.14814814814815,229.0,311.8,27
02300,laboral,81,207.0,206.77777777777777,173.6,251.40000000000003,27
02300,laboral,82,172.0,170.22222222222223,139.0,194.4,27
02300,laboral,83,156.0,155.59259259259258,123.4,185.4,27
02300,laboral,84,138.0,144.25925925925927,118.8,179.20000000000002,27
02300,laboral,85,127.0,131.5185185185185,101.2,169.0,27
02300,laboral,86,126.0,129.33333333333334,99.2,166.60000000000002,27
02300,laboral,87,128.0,130.55555555555554,99.2,163.8,27
02300,laboral,88,116.0,117.03703703703704,94.0,141.4,27
02300,laboral,89,121.0,118.88888888888889,96.6,144.8,27
02300,laboral,90,115.0,117.4074074074074,94.6,141.20000000000002,27
02300,laboral,91,118.0,118.44444444444444,95.2,144.0,27
02300,laboral,92,123.0,120.62962962962963,90.6,150.20000000000002,27
02300,laboral,93,117.0,120.11111111111111,93.0,147.20000000000002,27
02300,laboral,94,118.0,122.55555555555556,103.2,148.60000000000002,27
02300,laboral,95,122.0,122.74074074074075,100.6,145.8,27
02300,fin_de_semana,0,55.5,56.666666666666664,44.3,71.4,12
02300,fin_de_semana,1,56.5,58.0,50.1,68.6,12
02300,fin_de_semana,2,58.5,60.166666666666664,49.5,71.8,12
02300,fin_de_semana,3,57.5,57.916666666666664,40.3,74.4,12
02300,fin_de_semana,4,53.5,52.5,39.3,62.7,12
02300,fin_de_semana,5,58.0,57.25,45.1,72.3,12
02300,fin_de_semana,6,57.0,57.916666666666664,41.4,71.8,12
02300,fin_de_semana,7,55.5,56.0,42.4,67.6,12
02300,fin_de_semana,8,54.5,54.666666666666664,41.3,62.9,12
02300,fin_de_semana,9,56.5,54.0,46.1,62.9,12
02300,fin_de_semana,10,60.0,60.666666666666664,45.7,76.3,12
02300,fin_de_semana,11,52.5,53.166666666666664,45.3,59.9,12
02300,fin_de_semana,12,52.0,55.25,39.1,76.5,12
02300,fin_de_semana,13,57.0,58.416666666666664,53.0,61.8,12
02300,fin_de_semana,14,51.5,54.166666666666664,44.0,66.6,12
02300,fin_de_semana,15,54.0,55.083333333333336,46.2,63.9,12
02300,fin_de_semana,16,54.5,55.5,46.3,69.5,12
02300,fin_de_semana,17,54.0,59.0,47.0,77.4,12
02300,fin_de_semana,18,57.0,59.833333333333336,47.0,76.8,12
02300,fin_de_semana,19,62.0,61.166666666666664,54.3,66.9,12
02300,fin_de_semana,20,72.5,70.0,55.0,87.5,12
02300,fin_de_semana,21,78.5,79.58333333333333,68.1,96.9,12
02300,fin_de_semana,22,87.5,91.16666666666667,77.3,107.9,12
02300,fin_de_semana,23,107.0,110.16666666666667,91.4,138.8,12
02300,fin_de_semana,24,133.5,132.91666666666666,103.8,154.5,12
02300,fin_de_semana,25,155.5,158.25,136.6,196.3,12
02300,fin_de_semana,26,191.0,189.84615384615384,174.2,204.0,13
02300,fin_de_semana,27,236.0,229.07692307692307,173.20000000000002,256.4,13
02300,fin_de_semana,28,265.0,266.53846153846155,218.6,322.6,13
02300,fin_de_semana,29,306.0,315.0769230769231,277.6,355.4,13
02300,fin_de_semana,30,334.0,338.0769230769231,274.0,394.4,13
02300,fin_de_semana,31,317.0,320.46153846153845,259.4,376.0,13
02300,fin_de_semana,32,373.0,367.0,305.4,419.4,13
02300,fin_de_semana,33,347.0,361.0769230769231,316.2,425.0,13
02300,fin_de_semana,34,379.0,397.3076923076923,303.8,487.00000000000006,13
02300,fin_de_semana,35,389.0,383.15384615384613,282.2,450.6,13
02300,fin_de_semana,36,358.0,372.9230769230769,312.2,440.40000000000003,13
02300,fin_de_semana,37,334.0,340.0,278.0,394.6,13
02300,fin_de_semana,38,279.0,283.53846153846155,237.8,331.8,13
02300,fin_de_semana,39,251.0,254.15384615384616,201.2,303.8,13
02300,fin_de_semana,40,218.0,213.0,159.8,256.8,13
02300,fin_de_semana,41,181.0,183.0,125.8,236.8,13
02300,fin_de_semana,42,147.0,142.15384615384616,110.2,185.8,13
02300,fin_de_semana,43,131.0,131.3846153846154,98.8,157.4,13
02300,fin_de_semana,44,105.0,109.53846153846153,96.0,129.8,13
02300,fin_de_semana,45,88.0,93.46153846153847,72.8,118.4,13
02300,fin_de_semana,46,81.0,82.46153846153847,71.0,93.80000000000001,13
02300,fin_de_semana,47,67.0,66.0,52.8,75.8,13
02300,fin_de_semana,48,67.0,68.92307692307692,57.2,86.0,13
02300,fin_de_semana,49,66.0,64.76923076923077,48.2,77.8,13
02300,fin_de_semana,50,67.0,67.61538461538461,60.2,77.2,13
02300,fin_de_semana,51,67.0,64.15384615384616,47.400000000000006,73.4,13
02300,fin_de_semana,52,62.0,64.84615384615384,53.6,79.80000000000001,13
02300,fin_de_semana,53,61.0,59.30769230769231,44.6,72.0,13
02300,fin_de_semana,54,58.0,61.69230769230769,50.4,72.8,13
02300,fin_de_semana,55,57.0,60.30769230769231,43.6,85.8,13
02300,fin_de_semana,56,63.0,60.0,42.0,77.0,13
02300,fin_de_semana,57,72.0,69.15384615384616,54.8,82.2,13
02300,fin_de_semana,58,76.0,79.61538461538461,58.2,101.4,13
02300,fin_de_semana,59,100.0,100.38461538461539,75.0,120.4,13
02300,fin_de_semana,60,112.0,117.3076923076923,89.2,145.4,13
02300,fin_de_semana,61,134.0,140.23076923076923,112.60000000000001,166.0,13
02300,fin_de_semana,62,166.0,162.3846153846154,132.0,188.20000000000002,13
02300,fin_de_semana,63,214.0,214.53846153846155,178.0,266.0,13
02300,fin_de_semana,64,276.0,271.61538461538464,234.6,301.8,13
02300,fin_de_semana,65,342.0,333.7692307692308,235.6,413.4,13
02300,fin_de_semana,66,376.0,390.9230769230769,323.8,466.2,13
02300,fin_de_semana,67,423.0,431.2307692307692,354.6,510.6,13
02300,fin_de_semana,68,471.0,467.53846153846155,425.4,512.2,13
02300,fin_de_semana,69,560.0,543.1538461538462,455.2,612.4,13
02300,fin_de_semana,70,515.0,512.0,424.8,572.4,13
02300,fin_de_semana,71,527.0,525.1538461538462,425.2,595.8,13
02300,fin_de_semana,72,497.0,510.38461538461536,419.8,592.6,13
02300,fin_de_semana,73,430.0,443.0769230769231,374.8,500.6,13
02300,fin_de_semana,74,386.0,375.53846153846155,307.6,429.8,13
02300,fin_de_semana,75,323.0,335.53846153846155,254.8,418.2,13
02300,fin_de_semana,76,319.0,308.61538461538464,235.0,384.6,13
02300,fin_de_semana,77,253.0,238.23076923076923,180.2,294.8,13
02300,fin_de_semana,78,200.0,196.46153846153845,150.4,236.6,13
02300,fin_de_semana,79,146.0,152.30769230769232,124.2,202.00000000000003,13
02300,fin_de_semana,80,127.0,130.3846153846154,106.0,156.4,13
02300,fin_de_semana,81,111.0,115.46153846153847,91.6,142.8,13
02300,fin_de_semana,82,83.0,89.76923076923077,71.4,118.4,13
02300,fin_de_semana,83,77.0,76.07692307692308,67.0,89.2,13
02300,fin_de_semana,84,73.0,69.15384615384616,59.0,76.0,13
02300,fin_de_semana,85,56.0,57.30769230769231,44.2,69.0,13
02300,fin_de_semana,86,63.0,61.53846153846154,47.800000000000004,71.6,13
02300,fin_de_semana,87,54.0,55.46153846153846,38.0,69.0,13
02300,fin_de_semana,88,64.0,60.0,42.6,72.8,13
02300,fin_de_semana,89,61.0,59.53846153846154,46.4,74.0,13
02300,fin_de_semana,90,54.0,58.30769230769231,44.2,80.80000000000001,13
02300,fin_de_semana,91,57.0,58.69230769230769,49.6,72.0,13
02300,fin_de_semana,92,56.0,56.53846153846154,43.4,75.4,13
02300,fin_de_semana,93,53.0,56.61538461538461,43.4,74.80000000000001,13
02300,fin_de_semana,94,56.0,56.46153846153846,37.4,74.80000000000001,13
02300,fin_de_semana,95,54.0,54.30769230769231,41.2,70.4,13
03000,laboral,0,96.0,102.0,88.1,125.9,28
03000,laboral,1,96.0,99.89285714285714,75.0,122.9,28
03000,laboral,2,98.5,100.67857142857143,81.7,117.9,28
03000,laboral,3,102.0,102.35714285714286,80.1,128.9,28
03000,laboral,4,100.0,99.75,80.7,117.2,28
03000,laboral,5,102.5,100.03571428571429,75.0,123.6,28
03000,laboral,6,98.5,103.32142857142857,83.2,129.20000000000002,28
03000,laboral,7,109.0,104.64285714285714,85.4,123.3,28
03000,laboral,8,99.0,101.53571428571429,82.7,118.10000000000001,28
03000,laboral,9,102.0,102.89285714285714,81.7,122.10000000000001,28
03000,laboral,10,105.0,104.35714285714286,85.8,128.0,28
03000,laboral,11,99.0,99.58064516129032,84.0,120.0,31
03000,laboral,12,108.0,106.93548387096774,84.0,128.0,31
03000,laboral,13,102.0,102.96774193548387,84.0,123.0,31
03000,laboral,14,109.0,107.93548387096774,84.0,133.0,31
03000,laboral,15,116.0,116.48387096774194,90.0,134.0,31
03000,laboral,16,134.0,128.2258064516129,100.0,154.0,31
03000,laboral,17,135.0,140.48387096774192,119.0,168.0,31
03000,laboral,18,176.0,181.83870967741936,160.0,223.0,31
03000,laboral,19,198.0,206.61290322580646,166.0,243.0,31
03000,laboral,20,265.0,269.48387096774195,220.0,333.0,31
03000,laboral,21,334.0,343.03225806451616,279.0,416.0,31
03000,laboral,22,425.0,429.93548387096774,354.0,527.0,31
03000,laboral,23,536.0,537.4516129032259,466.0,639.0,31
03000,laboral,24,651.0,647.2258064516129,553.0,713.0,31
03000,laboral,25,786.0,763.1612903225806,613.0,841.0,31
03000,laboral,26,786.0,787.65625,670.3,923.4000000000001,32
03000,laboral,27,902.0,913.03125,729.1,1061.4,32
03000,laboral,28,882.5,895.3125,772.3,1094.7,32
03000,laboral,29,847.0,895.75,782.7,1052.3000000000002,32
03000,laboral,30,892.5,883.03125,719.2,996.1,32
03000,laboral,31,777.0,785.75,632.9,931.4000000000001,32
03000,laboral,32,706.0,711.875,581.3,844.0000000000001,32
03000,laboral,33,584.5,579.53125,478.5,677.6,32
03000,laboral,34,483.5,475.59375,402.5,534.8,32
03000,laboral,35,379.5,382.65625,325.1,443.90000000000003,32
03000,laboral,36,292.0,296.65625,267.5,336.7,32
03000,laboral,37,234.0,234.3,201.7,266.20000000000005,30
03000,laboral,38,184.5,189.56666666666666,159.4,225.90000000000003,30
03000,laboral,39,154.5,159.43333333333334,134.9,190.40000000000003,30
03000,laboral,40,137.0,135.86666666666667,109.8,161.70000000000002,30
03000,laboral,41,112.0,118.2,102.0,144.4,30
03000,laboral,42,105.0,106.93333333333334,85.5,131.70000000000002,30
03000,laboral,43,102.5,105.16666666666667,85.9,122.1,30
03000,laboral,44,100.5,101.66666666666667,79.9,123.4,30
03000,laboral,45,94.5,95.83333333333333,76.9,117.0,30
03000,laboral,46,99.5,100.5,87.6,120.00000000000001,30
03000,laboral,47,101.5,101.2,85.0,124.2,30
03000,laboral,48,102.5,100.33333333333333,82.8,116.5,30
03000,laboral,49,102.5,103.46666666666667,86.3,124.2,30
03000,laboral,50,101.5,99.6,77.3,121.2,30
03000,laboral,51,103.0,101.46666666666667,84.7,122.1,30
03000,laboral,52,110.0,108.0,92.2,125.2,27
03000,laboral,53,102.0,103.92592592592592,84.6,123.80000000000001,27
03000,laboral,54,109.0,106.48148148148148,80.6,127.4,27
03000,laboral,55,111.0,111.11111111111111,91.4,133.4,27
03000,laboral,56,105.0,108.25925925925925,86.6,128.4,27
03000,laboral,57,110.0,117.5925925925926,97.0,142.0,27
03000,laboral,58,123.0,127.03703703703704,109.6,147.8,27
03000,laboral,59,127.0,130.44444444444446,106.2,158.4,27
03000,laboral,60,147.0,151.25925925925927,125.4,177.60000000000002,27
03000,laboral,61,164.0,171.5185185185185,141.4,204.8,27
03000,laboral,62,189.0,188.14814814814815,159.4,215.4,27
03000,laboral,63,209.0,211.92592592592592,180.8,260.4,27
03000,laboral,64,240.0,242.2962962962963,205.6,285.80000000000007,27
03000,laboral,65,277.0,272.3703703703704,228.2,307.2,27
03000,laboral,66,312.0,315.3333333333333,261.8,372.6,27
03000,laboral,67,353.0,347.5925925925926,276.2,390.0,27
03000,laboral,68,370.0,381.14814814814815,317.8,456.40000000000003,27
03000,laboral,69,425.0,433.44444444444446,364.4,504.40000000000003,27
03000,laboral,70,449.0,453.55555555555554,380.6,518.4,27
03000,laboral,71,485.0,479.81481481481484,384.4,543.0,27
03000,laboral,72,484.0,487.962962962963,423.0,559.6,27
03000,laboral,73,502.0,500.44444444444446,432.6,563.6,27
03000,laboral,74,502.0,498.6666666666667,422.4,540.2,27
03000,laboral,75,478.0,488.037037037037,400.6,593.0,27
03000,laboral,76,438.0,454.9259259259259,406.4,532.4000000000001,27
03000,laboral,77,468.0,455.5925925925926,366.0,554.8,27
03000,laboral,78,420.0,428.0740740740741,358.6,508.40000000000003,27
03000,laboral,79,390.0,403.2962962962963,349.6,452.4,27
03000,laboral,80,391.0,388.0,316.4,458.6,27
03000,laboral,81,332.0,336.74074074074076,286.8,392.6,27
03000,laboral,82,277.0,278.6666666666667,226.6,347.4,27
03000,laboral,83,254.0,257.48148148148147,210.6,294.40000000000003,27
03000,laboral,84,242.0,238.44444444444446,193.2,271.8,27
03000,laboral,85,206.0,202.2962962962963,180.0,221.8,27
03000,laboral,86,179.0,178.7037037037037,154.6,205.8,27
03000,laboral,87,150.0,153.96296296296296,128.2,179.20000000000002,27
03000,laboral,88,157.0,156.55555555555554,125.6,183.8,27
03000,laboral,89,140.0,136.37037037037038,103.4,155.4,27
03000,laboral,90,126.0,125.29629629629629,98.0,149.8,27
03000,laboral,91,119.0,119.70370370370371,98.2,145.8,27
03000,laboral,92,101.0,109.66666666666667,88.6,135.0,27
03000,laboral,93,104.0,105.74074074074075,90.0,125.4,27
03000,laboral,94,104.0,106.70370370370371,84.4,135.4,27
03000,laboral,95,103.0,105.5925925925926,82.6,133.60000000000002,27
03000,fin_de_semana,0,86.5,86.0,75.2,92.9,12
03000,fin_de_semana,1,79.5,77.83333333333333,61.0,91.6,12
03000,fin_de_semana,2,79.5,82.0,70.1,103.6,12
03000,fin_de_semana,3,79.0,77.33333333333333,61.5,91.6,12
03000,fin_de_semana,4,80.5,81.0,68.2,94.5,12
03000,fin_de_semana,5,78.5,77.41666666666667,63.0,95.5,12
03000,fin_de_semana,6,86.0,87.0,68.5,97.5,12
03000,fin_de_semana,7,83.0,84.83333333333333,71.5,101.5,12
03000,fin_de_semana,8,74.0,79.91666666666667,58.300000000000004,101.6,12
03000,fin_de_semana,9,78.0,76.58333333333333,61.3,90.3,12
03000,fin_de_semana,10,81.5,80.5,67.6,92.0,12
03000,fin_de_semana,11,80.5,83.91666666666667,64.1,108.9,12
03000,fin_de_semana,12,87.5,85.75,72.3,99.3,12
03000,fin_de_semana,13,81.0,86.08333333333333,75.1,104.5,12
03000,fin_de_semana,14,81.0,84.16666666666667,67.1,108.4,12
03000,fin_de_semana,15,93.0,93.5,79.0,115.0,12
03000,fin_de_semana,16,97.0,92.16666666666667,68.4,105.0,12
03000,fin_de_semana,17,118.0,111.75,93.2,124.8,12
03000,fin_de_semana,18,132.0,133.66666666666666,112.5,158.1,12
03000,fin_de_semana,19,170.5,174.75,149.0,211.6,12
03000,fin_de_semana,20,221.5,223.0,203.2,252.8,12
03000,fin_de_semana,21,277.0,282.5,216.0,343.3,12
03000,fin_de_semana,22,336.5,333.75,268.0,393.7,12
03000,fin_de_semana,23,436.0,424.9166666666667,372.1,481.8,12
03000,fin_de_semana,24,527.5,507.3333333333333,443.8,576.8,12
03000,fin_de_semana,25,624.5,623.1666666666666,541.4,673.5,12
03000,fin_de_semana,26,678.0,683.7692307692307,610.8,763.2,13
03000,fin_de_semana,27,708.0,714.5384615384615,616.4,811.4,13
03000,fin_de_semana,28,833.0,814.1538461538462,701.4,926.6,13
03000,fin_de_semana,29,769.0,765.3846153846154,645.8,894.6,13
03000,fin_de_semana,30,715.0,697.7692307692307,571.4,841.6,13
03000,fin_de_semana,31,644.0,649.7692307692307,541.0,761.6,13
03000,fin_de_semana,32,579.0,578.0769230769231,496.4,673.8000000000001,13
03000,fin_de_semana,33,467.0,468.7692307692308,454.2,508.4,13
03000,fin_de_semana,34,400.0,405.7692307692308,353.8,449.6,13
03000,fin_de_semana,35,301.0,305.0769230769231,281.4,333.8,13
03000,fin_de_semana,36,246.0,240.07692307692307,203.6,281.8,13
03000,fin_de_semana,37,195.0,192.53846153846155,165.0,214.6,13
03000,fin_de_semana,38,146.0,154.46153846153845,128.0,192.4,13
03000,fin_de_semana,39,117.0,120.07692307692308,108.2,137.4,13
03000,fin_de_semana,40,118.0,115.3076923076923,95.8,134.0,13
03000,fin_de_semana,41,94.0,89.84615384615384,73.0,103.8,13
03000,fin_de_semana,42,96.0,95.92307692307692,82.4,109.80000000000001,13
03000,fin_de_semana,43,89.0,88.53846153846153,72.6,99.6,13
03000,fin_de_semana,44,86.0,87.3076923076923,72.0,101.0,13
03000,fin_de_semana,45,82.0,82.15384615384616,64.6,97.2,13
03000,fin_de_semana,46,85.0,85.23076923076923,73.2,98.0,13
03000,fin_de_semana,47,84.0,83.46153846153847,65.0,98.4,13
03000,fin_de_semana,48,82.0,82.23076923076923,64.4,98.60000000000001,13
03000,fin_de_semana,49,75.0,77.46153846153847,61.4,102.00000000000001,13
03000,fin_de_semana,50,73.0,75.15384615384616,65.6,85.6,13
03000,fin_de_semana,51,79.0,79.46153846153847,63.4,92.6,13
03000,fin_de_semana,52,89.0,89.3076923076923,73.4,112.2,13
03000,fin_de_semana,53,85.0,87.61538461538461,72.4,102.0,13
03000,fin_de_semana,54,92.0,96.3076923076923,83.2,114.60000000000001,13
03000,fin_de_semana,55,87.0,89.07692307692308,77.6,105.80000000000001,13
03000,fin_de_semana,56,92.0,93.84615384615384,78.2,116.2,13
03000,fin_de_semana,57,111.0,105.61538461538461,85.2,125.2,13
03000,fin_de_semana,58,102.0,102.53846153846153,87.2,120.80000000000001,13
03000,fin_de_semana,59,115.0,112.38461538461539,72.4,140.0,13
03000,fin_de_semana,60,130.0,125.15384615384616,90.0,145.8,13
03000,fin_de_semana,61,150.0,142.30769230769232,101.4,171.6,13
03000,fin_de_semana,62,159.0,160.92307692307693,118.2,207.20000000000002,13
03000,fin_de_semana,63,179.0,188.30769230769232,167.6,220.8,13
03000,fin_de_semana,64,197.0,199.3846153846154,159.8,246.0,13
03000,fin_de_semana,65,246.0,246.6153846153846,211.8,291.6,13
03000,fin_de_semana,66,228.0,246.53846153846155,205.2,305.2,13
03000,fin_de_semana,67,306.0,301.61538461538464,237.6,363.20000000000005,13
03000,fin_de_semana,68,325.0,317.15384615384613,267.8,362.8,13
03000,fin_de_semana,69,341.0,351.84615384615387,327.2,387.6,13
03000,fin_de_semana,70,356.0,368.38461538461536,333.2,428.6,13
03000,fin_de_semana,71,413.0,421.2307692307692,369.8,489.6,13
03000,fin_de_semana,72,417.0,420.0,371.2,474.0,13
03000,fin_de_semana,73,388.0,412.15384615384613,372.0,482.20000000000005,13
03000,fin_de_semana,74,405.0,400.2307692307692,341.6,444.40000000000003,13
03000,fin_de_semana,75,396.0,402.84615384615387,353.8,451.8,13
03000,fin_de_semana,76,346.0,384.38461538461536,317.4,459.6,13
03000,fin_de_semana,77,402.0,388.46153846153845,326.4,442.2,13
03000,fin_de_semana,78,359.0,358.3076923076923,296.40000000000003,414.8,13
03000,fin_de_semana,79,326.0,328.7692307692308,271.4,394.0,13
03000,fin_de_semana,80,282.0,293.53846153846155,239.2,370.2,13
03000,fin_de_semana,81,266.0,268.15384615384613,233.4,311.6,13
03000,fin_de_semana,82,230.0,240.53846153846155,211.0,281.4,13
03000,fin_de_semana,83,207.0,206.76923076923077,164.4,248.4,13
03000,fin_de_semana,84,192.0,193.84615384615384,160.2,232.0,13
03000,fin_de_semana,85,169.0,164.15384615384616,138.6,184.8,13
03000,fin_de_semana,86,155.0,155.3846153846154,128.2,175.6,13
03000,fin_de_semana,87,129.0,129.76923076923077,101.8,159.0,13
03000,fin_de_semana,88,105.0,109.07692307692308,97.0,127.4,13
03000,fin_de_semana,89,106.0,105.38461538461539,81.8,125.60000000000001,13
03000,fin_de_semana,90,98.0,98.76923076923077,80.8,118.2,13
03000,fin_de_semana,91,100.0,97.15384615384616,81.4,113.2,13
03000,fin_de_semana,92,95.0,95.61538461538461,82.6,107.0,13
03000,fin_de_semana,93,86.0,87.53846153846153,70.2,107.8,13
03000,fin_de_semana,94,76.0,81.92307692307692,65.0,106.60000000000001,13
03000,fin_de_semana,95,87.0,89.38461538461539,71.4,115.4,13
05000,laboral,0,130.5,132.53571428571428,115.0,154.5,28
05000,laboral,1,133.5,131.25,109.5,152.6,28
05000,laboral,2,137.5,140.07142857142858,119.4,160.8,28
05000,laboral,3,122.0,126.42857142857143,96.7,157.8,28
05000,laboral,4,134.0,134.57142857142858,100.9,161.3,28
05000,laboral,5,127.5,130.89285714285714,104.0,157.6,28
05000,laboral,6,123.5,129.17857142857142,99.0,160.6,28
05000,laboral,7,138.5,137.78571428571428,118.8,158.3,28
05000,laboral,8,126.0,128.10714285714286,104.9,156.0,28
05000,laboral,9,142.5,142.32142857142858,123.1,162.60000000000002,28
05000,laboral,10,139.0,135.96428571428572,111.4,161.5,28
05000,laboral,11,133.0,133.19354838709677,103.0,161.0,31
05000,laboral,12,147.0,148.58064516129033,115.0,193.0,31
05000,laboral,13,154.0,150.58064516129033,119.0,182.0,31
05000,laboral,14,178.0,174.06451612903226,136.0,210.0,31
05000,laboral,15,186.0,193.70967741935485,167.0,232.0,31
05000,laboral,16,252.0,244.61290322580646,204.0,284.0,31
05000,laboral,17,297.0,292.3225806451613,248.0,338.0,31
05000,laboral,18,367.0,371.83870967741933,318.0,438.0,31
05000,laboral,19,481.0,482.0,399.0,574.0,31
05000,laboral,20,606.0,602.6451612903226,525.0,691.0,31
05000,laboral,21,756.0,758.8064516129032,666.0,862.0,31
05000,laboral,22,871.0,898.6774193548387,784.0,1048.0,31
05000,laboral,23,1008.0,1022.9354838709677,885.0,1246.0,31
05000,laboral,24,1208.0,1192.0645161290322,968.0,1393.0,31
05000,laboral,25,1209.0,1205.516129032258,1062.0,1322.0,31
05000,laboral,26,1237.0,1258.5,1025.2,1417.7,32
05000,laboral,27,1172.0,1176.25,1047.3,1357.5,32
05000,laboral,28,1083.0,1096.53125,910.6,1303.7,32
05000,laboral,29,1010.5,991.46875,857.3,1115.0,32
05000,laboral,30,836.0,860.34375,762.0,981.1,32
05000,laboral,31,722.5,731.1875,614.3,869.3000000000001,32
05000,laboral,32,578.0,589.25,514.7,679.0,32
05000,laboral,33,475.0,464.09375,418.1,498.9,32
05000,laboral,34,377.5,369.53125,299.2,421.9,32
05000,laboral,35,275.0,277.6875,245.3,324.8,32
05000,laboral,36,228.5,227.84375,198.4,265.0,32
05000,laboral,37,196.0,195.13333333333333,151.4,232.4,30
05000,laboral,38,168.5,164.33333333333334,135.9,192.2,30
